source,target
A boy painted a box .,"boy ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND box ( x _ 4 )"
The strawberry was cooked by Emma .,"* strawberry ( x _ 1 ) ; cook . theme ( x _ 3 , x _ 1 ) AND cook . agent ( x _ 3 , Emma )"
Noah was sold a cake on a yacht .,"sell . recipient ( x _ 2 , Noah ) AND sell . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod . on ( x _ 4 , x _ 7 ) AND yacht ( x _ 7 )"
A priest was fed a penny by Emma .,"priest ( x _ 1 ) AND feed . recipient ( x _ 3 , x _ 1 ) AND feed . theme ( x _ 3 , x _ 5 ) AND feed . agent ( x _ 3 , Emma ) AND penny ( x _ 5 )"
The cake was handed to the boy by Emma .,"* cake ( x _ 1 ) ; * boy ( x _ 6 ) ; hand . theme ( x _ 3 , x _ 1 ) AND hand . recipient ( x _ 3 , x _ 6 ) AND hand . agent ( x _ 3 , Emma )"
Ava ate the cake on the ladder .,"* cake ( x _ 3 ) ; * ladder ( x _ 6 ) ; eat . agent ( x _ 1 , Ava ) AND eat . theme ( x _ 1 , x _ 3 ) AND cake . nmod . on ( x _ 3 , x _ 6 )"
The block was given to Emma .,"* block ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Emma )"
A cake was reddened by Dylan .,"cake ( x _ 1 ) AND redden . theme ( x _ 3 , x _ 1 ) AND redden . agent ( x _ 3 , Dylan )"
A chicken froze the rose on the table beside a speaker .,"* rose ( x _ 4 ) ; * table ( x _ 7 ) ; chicken ( x _ 1 ) AND freeze . agent ( x _ 2 , x _ 1 ) AND freeze . theme ( x _ 2 , x _ 4 ) AND rose . nmod . on ( x _ 4 , x _ 7 ) AND table . nmod . beside ( x _ 7 , x _ 10 ) AND speaker ( x _ 10 )"
Wyatt was given the bag by Aiden .,"* bag ( x _ 4 ) ; give . recipient ( x _ 2 , Wyatt ) AND give . theme ( x _ 2 , x _ 4 ) AND give . agent ( x _ 2 , Aiden )"
The donut was appreciated by a dog .,"* donut ( x _ 1 ) ; appreciate . theme ( x _ 3 , x _ 1 ) AND appreciate . agent ( x _ 3 , x _ 6 ) AND dog ( x _ 6 )"
The sheep studied a boy .,"* sheep ( x _ 1 ) ; study . agent ( x _ 2 , x _ 1 ) AND study . theme ( x _ 2 , x _ 4 ) AND boy ( x _ 4 )"
A goose cooked .,"goose ( x _ 1 ) AND cook . agent ( x _ 2 , x _ 1 )"
William preferred to walk .,"prefer . agent ( x _ 1 , William ) AND prefer . xcomp ( x _ 1 , x _ 3 ) AND walk . agent ( x _ 3 , William )"
The girl liked that the box was eaten by the boy .,"* girl ( x _ 1 ) ; * box ( x _ 5 ) ; * boy ( x _ 10 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 7 ) AND eat . theme ( x _ 7 , x _ 5 ) AND eat . agent ( x _ 7 , x _ 10 )"
A chicken called .,"chicken ( x _ 1 ) AND call . agent ( x _ 2 , x _ 1 )"
The cookie was doubled by Emma .,"* cookie ( x _ 1 ) ; double . theme ( x _ 3 , x _ 1 ) AND double . agent ( x _ 3 , Emma )"
William fed the game to Mia .,"* game ( x _ 3 ) ; feed . agent ( x _ 1 , William ) AND feed . theme ( x _ 1 , x _ 3 ) AND feed . recipient ( x _ 1 , Mia )"
The girl ate Ava .,"* girl ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , Ava )"
A girl giggled .,"girl ( x _ 1 ) AND giggle . agent ( x _ 2 , x _ 1 )"
The girl broke a cake in the pit in a cabinet .,"* girl ( x _ 1 ) ; * pit ( x _ 7 ) ; break . agent ( x _ 2 , x _ 1 ) AND break . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod . in ( x _ 4 , x _ 7 ) AND pit . nmod . in ( x _ 7 , x _ 10 ) AND cabinet ( x _ 10 )"
A donut was eaten by Isabella .,"donut ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , Isabella )"
Emma helped the ring in the cup beside a chair .,"* ring ( x _ 3 ) ; * cup ( x _ 6 ) ; help . agent ( x _ 1 , Emma ) AND help . theme ( x _ 1 , x _ 3 ) AND ring . nmod . in ( x _ 3 , x _ 6 ) AND cup . nmod . beside ( x _ 6 , x _ 9 ) AND chair ( x _ 9 )"
The chair was liked .,"* chair ( x _ 1 ) ; like . theme ( x _ 3 , x _ 1 )"
Abigail tolerated that Caleb confessed that a sweetcorn was poked .,"tolerate . agent ( x _ 1 , Abigail ) AND tolerate . ccomp ( x _ 1 , x _ 4 ) AND confess . agent ( x _ 4 , Caleb ) AND confess . ccomp ( x _ 4 , x _ 9 ) AND sweetcorn ( x _ 7 ) AND poke . theme ( x _ 9 , x _ 7 )"
The cake was sent to a girl by Emma .,"* cake ( x _ 1 ) ; send . theme ( x _ 3 , x _ 1 ) AND send . recipient ( x _ 3 , x _ 6 ) AND send . agent ( x _ 3 , Emma ) AND girl ( x _ 6 )"
A butterfly lended a lawyer the donut .,"* donut ( x _ 6 ) ; butterfly ( x _ 1 ) AND lend . agent ( x _ 2 , x _ 1 ) AND lend . recipient ( x _ 2 , x _ 4 ) AND lend . theme ( x _ 2 , x _ 6 ) AND lawyer ( x _ 4 )"
Ella lended the cake beside the table to a girl .,"* cake ( x _ 3 ) ; * table ( x _ 6 ) ; lend . agent ( x _ 1 , Ella ) AND lend . theme ( x _ 1 , x _ 3 ) AND lend . recipient ( x _ 1 , x _ 9 ) AND cake . nmod . beside ( x _ 3 , x _ 6 ) AND girl ( x _ 9 )"
Liam sent a cake to the girl .,"* girl ( x _ 6 ) ; send . agent ( x _ 1 , Liam ) AND send . theme ( x _ 1 , x _ 3 ) AND send . recipient ( x _ 1 , x _ 6 ) AND cake ( x _ 3 )"
The boy gave the cake to the dog .,"* boy ( x _ 1 ) ; * cake ( x _ 4 ) ; * dog ( x _ 7 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , x _ 7 )"
The cup was adored by a judge .,"* cup ( x _ 1 ) ; adore . theme ( x _ 3 , x _ 1 ) AND adore . agent ( x _ 3 , x _ 6 ) AND judge ( x _ 6 )"
Olivia gave a donut beside a whale to a cat .,"give . agent ( x _ 1 , Olivia ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 9 ) AND donut ( x _ 3 ) AND donut . nmod . beside ( x _ 3 , x _ 6 ) AND whale ( x _ 6 ) AND cat ( x _ 9 )"
Evelyn shortened the teacher beside the bed .,"* teacher ( x _ 3 ) ; * bed ( x _ 6 ) ; shorten . agent ( x _ 1 , Evelyn ) AND shorten . theme ( x _ 1 , x _ 3 ) AND teacher . nmod . beside ( x _ 3 , x _ 6 )"
Emma gave Charlotte the cake in a house .,"* cake ( x _ 4 ) ; give . agent ( x _ 1 , Emma ) AND give . recipient ( x _ 1 , Charlotte ) AND give . theme ( x _ 1 , x _ 4 ) AND cake . nmod . in ( x _ 4 , x _ 7 ) AND house ( x _ 7 )"
A cake was liked by a giraffe .,"cake ( x _ 1 ) AND like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , x _ 6 ) AND giraffe ( x _ 6 )"
Liam posted the cake to a host .,"* cake ( x _ 3 ) ; post . agent ( x _ 1 , Liam ) AND post . theme ( x _ 1 , x _ 3 ) AND post . recipient ( x _ 1 , x _ 6 ) AND host ( x _ 6 )"
The lollipop was frozen by Liam .,"* lollipop ( x _ 1 ) ; freeze . theme ( x _ 3 , x _ 1 ) AND freeze . agent ( x _ 3 , Liam )"
A box was given to a bee by a hen .,"box ( x _ 1 ) AND give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND give . agent ( x _ 3 , x _ 9 ) AND bee ( x _ 6 ) AND hen ( x _ 9 )"
A glue was rented to William by a boy .,"glue ( x _ 1 ) AND rent . theme ( x _ 3 , x _ 1 ) AND rent . recipient ( x _ 3 , William ) AND rent . agent ( x _ 3 , x _ 8 ) AND boy ( x _ 8 )"
Emma was given the donut by the penguin .,"* donut ( x _ 4 ) ; * penguin ( x _ 7 ) ; give . recipient ( x _ 2 , Emma ) AND give . theme ( x _ 2 , x _ 4 ) AND give . agent ( x _ 2 , x _ 7 )"
A sandwich was observed by a baby .,"sandwich ( x _ 1 ) AND observe . theme ( x _ 3 , x _ 1 ) AND observe . agent ( x _ 3 , x _ 6 ) AND baby ( x _ 6 )"
Emma gave the girl the balloon .,"* girl ( x _ 3 ) ; * balloon ( x _ 5 ) ; give . agent ( x _ 1 , Emma ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 )"
The cake was given to Mia by a baby .,"* cake ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Mia ) AND give . agent ( x _ 3 , x _ 8 ) AND baby ( x _ 8 )"
A baby helped a donut .,"baby ( x _ 1 ) AND help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , x _ 4 ) AND donut ( x _ 4 )"
A girl liked the cat .,"* cat ( x _ 4 ) ; girl ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 )"
A girl returned the prince the cake .,"* prince ( x _ 4 ) ; * cake ( x _ 6 ) ; girl ( x _ 1 ) AND return . agent ( x _ 2 , x _ 1 ) AND return . recipient ( x _ 2 , x _ 4 ) AND return . theme ( x _ 2 , x _ 6 )"
The producer helped a girl on the towel .,"* producer ( x _ 1 ) ; * towel ( x _ 7 ) ; help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , x _ 4 ) AND girl ( x _ 4 ) AND girl . nmod . on ( x _ 4 , x _ 7 )"
scoff,"LAMBDA a . LAMBDA e . scoff . agent ( e , a )"
Liam fed the doll to Oliver .,"* doll ( x _ 3 ) ; feed . agent ( x _ 1 , Liam ) AND feed . theme ( x _ 1 , x _ 3 ) AND feed . recipient ( x _ 1 , Oliver )"
The baby rolled Noah .,"* baby ( x _ 1 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , Noah )"
The box was sketched .,"* box ( x _ 1 ) ; sketch . theme ( x _ 3 , x _ 1 )"
The donut snapped .,"* donut ( x _ 1 ) ; snap . theme ( x _ 2 , x _ 1 )"
The cookie was liked by Noah .,"* cookie ( x _ 1 ) ; like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , Noah )"
Charlotte appreciated that the girl wished that the cake was dusted by Noah .,"* girl ( x _ 4 ) ; * cake ( x _ 8 ) ; appreciate . agent ( x _ 1 , Charlotte ) AND appreciate . ccomp ( x _ 1 , x _ 5 ) AND wish . agent ( x _ 5 , x _ 4 ) AND wish . ccomp ( x _ 5 , x _ 10 ) AND dust . theme ( x _ 10 , x _ 8 ) AND dust . agent ( x _ 10 , Noah )"
A crocodile said that a girl wished that the book was rolled .,"* book ( x _ 9 ) ; crocodile ( x _ 1 ) AND say . agent ( x _ 2 , x _ 1 ) AND say . ccomp ( x _ 2 , x _ 6 ) AND girl ( x _ 5 ) AND wish . agent ( x _ 6 , x _ 5 ) AND wish . ccomp ( x _ 6 , x _ 11 ) AND roll . theme ( x _ 11 , x _ 9 )"
Anthony liked a cake .,"like . agent ( x _ 1 , Anthony ) AND like . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 )"
Ava found Matthew .,"find . agent ( x _ 1 , Ava ) AND find . theme ( x _ 1 , Matthew )"
The cake was slipped to Noah by Amelia .,"* cake ( x _ 1 ) ; slip . theme ( x _ 3 , x _ 1 ) AND slip . recipient ( x _ 3 , Noah ) AND slip . agent ( x _ 3 , Amelia )"
The boy was fed a cake by the bear .,"* boy ( x _ 1 ) ; * bear ( x _ 8 ) ; feed . recipient ( x _ 3 , x _ 1 ) AND feed . theme ( x _ 3 , x _ 5 ) AND feed . agent ( x _ 3 , x _ 8 ) AND cake ( x _ 5 )"
A bear liked that the donut was rolled .,"* donut ( x _ 5 ) ; bear ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 7 ) AND roll . theme ( x _ 7 , x _ 5 )"
A girl was given the cake beside a table by Sophia .,"* cake ( x _ 5 ) ; girl ( x _ 1 ) AND give . recipient ( x _ 3 , x _ 1 ) AND give . theme ( x _ 3 , x _ 5 ) AND give . agent ( x _ 3 , Sophia ) AND cake . nmod . beside ( x _ 5 , x _ 8 ) AND table ( x _ 8 )"
Emma tolerated Zoey .,"tolerate . agent ( x _ 1 , Emma ) AND tolerate . theme ( x _ 1 , Zoey )"
The frog passed the girl the sandwich .,"* frog ( x _ 1 ) ; * girl ( x _ 4 ) ; * sandwich ( x _ 6 ) ; pass . agent ( x _ 2 , x _ 1 ) AND pass . recipient ( x _ 2 , x _ 4 ) AND pass . theme ( x _ 2 , x _ 6 )"
The weapon was admired by Emma .,"* weapon ( x _ 1 ) ; admire . theme ( x _ 3 , x _ 1 ) AND admire . agent ( x _ 3 , Emma )"
freeze,"LAMBDA a . LAMBDA e . freeze . theme ( e , a )"
The cake was admired by Abigail .,"* cake ( x _ 1 ) ; admire . theme ( x _ 3 , x _ 1 ) AND admire . agent ( x _ 3 , Abigail )"
A ball was mailed to a lion .,"ball ( x _ 1 ) AND mail . theme ( x _ 3 , x _ 1 ) AND mail . recipient ( x _ 3 , x _ 6 ) AND lion ( x _ 6 )"
The dog rolled a pen in the house .,"* dog ( x _ 1 ) ; * house ( x _ 7 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND pen ( x _ 4 ) AND pen . nmod . in ( x _ 4 , x _ 7 )"
The donut was drawn by the boy .,"* donut ( x _ 1 ) ; * boy ( x _ 6 ) ; draw . theme ( x _ 3 , x _ 1 ) AND draw . agent ( x _ 3 , x _ 6 )"
James offered the lollipop to a dealer .,"* lollipop ( x _ 3 ) ; offer . agent ( x _ 1 , James ) AND offer . theme ( x _ 1 , x _ 3 ) AND offer . recipient ( x _ 1 , x _ 6 ) AND dealer ( x _ 6 )"
A girl smirked .,"girl ( x _ 1 ) AND smirk . agent ( x _ 2 , x _ 1 )"
The sheep loved a cake on the table in a house .,"* sheep ( x _ 1 ) ; * table ( x _ 7 ) ; love . agent ( x _ 2 , x _ 1 ) AND love . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod . on ( x _ 4 , x _ 7 ) AND table . nmod . in ( x _ 7 , x _ 10 ) AND house ( x _ 10 )"
A toothbrush was loaned to a boy by Olivia .,"toothbrush ( x _ 1 ) AND loan . theme ( x _ 3 , x _ 1 ) AND loan . recipient ( x _ 3 , x _ 6 ) AND loan . agent ( x _ 3 , Olivia ) AND boy ( x _ 6 )"
A boy sold a book beside the mirror to Benjamin .,"* mirror ( x _ 7 ) ; boy ( x _ 1 ) AND sell . agent ( x _ 2 , x _ 1 ) AND sell . theme ( x _ 2 , x _ 4 ) AND sell . recipient ( x _ 2 , Benjamin ) AND book ( x _ 4 ) AND book . nmod . beside ( x _ 4 , x _ 7 )"
A can was missed by Liam .,"can ( x _ 1 ) AND miss . theme ( x _ 3 , x _ 1 ) AND miss . agent ( x _ 3 , Liam )"
The king slept .,"* king ( x _ 1 ) ; sleep . agent ( x _ 2 , x _ 1 )"
Emma liked that the potato was eaten .,"* potato ( x _ 4 ) ; like . agent ( x _ 1 , Emma ) AND like . ccomp ( x _ 1 , x _ 6 ) AND eat . theme ( x _ 6 , x _ 4 )"
James sold a girl the raisin in the blender .,"* raisin ( x _ 5 ) ; * blender ( x _ 8 ) ; sell . agent ( x _ 1 , James ) AND sell . recipient ( x _ 1 , x _ 3 ) AND sell . theme ( x _ 1 , x _ 5 ) AND girl ( x _ 3 ) AND raisin . nmod . in ( x _ 5 , x _ 8 )"
Liam knew a cookie .,"know . agent ( x _ 1 , Liam ) AND know . theme ( x _ 1 , x _ 3 ) AND cookie ( x _ 3 )"
A girl burned the penguin in a garden .,"* penguin ( x _ 4 ) ; girl ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 ) AND penguin . nmod . in ( x _ 4 , x _ 7 ) AND garden ( x _ 7 )"
The girl wanted to walk .,"* girl ( x _ 1 ) ; want . agent ( x _ 2 , x _ 1 ) AND want . xcomp ( x _ 2 , x _ 4 ) AND walk . agent ( x _ 4 , x _ 1 )"
Emma hoped that Oliver rolled .,"hope . agent ( x _ 1 , Emma ) AND hope . ccomp ( x _ 1 , x _ 4 ) AND roll . theme ( x _ 4 , Oliver )"
Ava ate a cake on the bed .,"* bed ( x _ 6 ) ; eat . agent ( x _ 1 , Ava ) AND eat . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . on ( x _ 3 , x _ 6 )"
A cake was frozen by Samuel .,"cake ( x _ 1 ) AND freeze . theme ( x _ 3 , x _ 1 ) AND freeze . agent ( x _ 3 , Samuel )"
The boy appreciated that William split the rose .,"* boy ( x _ 1 ) ; * rose ( x _ 7 ) ; appreciate . agent ( x _ 2 , x _ 1 ) AND appreciate . ccomp ( x _ 2 , x _ 5 ) AND split . agent ( x _ 5 , William ) AND split . theme ( x _ 5 , x _ 7 )"
A girl grew the cake on a chair .,"* cake ( x _ 4 ) ; girl ( x _ 1 ) AND grow . agent ( x _ 2 , x _ 1 ) AND grow . theme ( x _ 2 , x _ 4 ) AND cake . nmod . on ( x _ 4 , x _ 7 ) AND chair ( x _ 7 )"
The cloud was painted by Emma .,"* cloud ( x _ 1 ) ; paint . theme ( x _ 3 , x _ 1 ) AND paint . agent ( x _ 3 , Emma )"
A tourist painted the child .,"* child ( x _ 4 ) ; tourist ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 )"
David packed a present .,"pack . agent ( x _ 1 , David ) AND pack . theme ( x _ 1 , x _ 3 ) AND present ( x _ 3 )"
A cake was passed to the boy .,"* boy ( x _ 6 ) ; cake ( x _ 1 ) AND pass . theme ( x _ 3 , x _ 1 ) AND pass . recipient ( x _ 3 , x _ 6 )"
Nora gave Olivia a cake in a house .,"give . agent ( x _ 1 , Nora ) AND give . recipient ( x _ 1 , Olivia ) AND give . theme ( x _ 1 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod . in ( x _ 4 , x _ 7 ) AND house ( x _ 7 )"
A mandarin was discovered .,"mandarin ( x _ 1 ) AND discover . theme ( x _ 3 , x _ 1 )"
The block was given to Ellie by the lion .,"* block ( x _ 1 ) ; * lion ( x _ 8 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Ellie ) AND give . agent ( x _ 3 , x _ 8 )"
A butterfly broke a guy .,"butterfly ( x _ 1 ) AND break . agent ( x _ 2 , x _ 1 ) AND break . theme ( x _ 2 , x _ 4 ) AND guy ( x _ 4 )"
A boy believed that a cake was broken .,"boy ( x _ 1 ) AND believe . agent ( x _ 2 , x _ 1 ) AND believe . ccomp ( x _ 2 , x _ 7 ) AND cake ( x _ 5 ) AND break . theme ( x _ 7 , x _ 5 )"
The donut was rolled by Ava .,"* donut ( x _ 1 ) ; roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , Ava )"
Olivia gave Zoe the cake .,"* cake ( x _ 4 ) ; give . agent ( x _ 1 , Olivia ) AND give . recipient ( x _ 1 , Zoe ) AND give . theme ( x _ 1 , x _ 4 )"
Emma cooked a toothbrush on a table .,"cook . agent ( x _ 1 , Emma ) AND cook . theme ( x _ 1 , x _ 3 ) AND toothbrush ( x _ 3 ) AND toothbrush . nmod . on ( x _ 3 , x _ 6 ) AND table ( x _ 6 )"
A turkey ate a boy beside the mirror .,"* mirror ( x _ 7 ) ; turkey ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND boy ( x _ 4 ) AND boy . nmod . beside ( x _ 4 , x _ 7 )"
The lion rolled a bear .,"* lion ( x _ 1 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND bear ( x _ 4 )"
Emma was sold a cake by a cat .,"sell . recipient ( x _ 2 , Emma ) AND sell . theme ( x _ 2 , x _ 4 ) AND sell . agent ( x _ 2 , x _ 7 ) AND cake ( x _ 4 ) AND cat ( x _ 7 )"
The hero was slipped the sweetcorn .,"* hero ( x _ 1 ) ; * sweetcorn ( x _ 5 ) ; slip . recipient ( x _ 3 , x _ 1 ) AND slip . theme ( x _ 3 , x _ 5 )"
A servant painted .,"servant ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 )"
Emma rolled a cow .,"roll . agent ( x _ 1 , Emma ) AND roll . theme ( x _ 1 , x _ 3 ) AND cow ( x _ 3 )"
Liam gave a soap on the chair to a crocodile .,"* chair ( x _ 6 ) ; give . agent ( x _ 1 , Liam ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 9 ) AND soap ( x _ 3 ) AND soap . nmod . on ( x _ 3 , x _ 6 ) AND crocodile ( x _ 9 )"
The girl gave Ava a cookie .,"* girl ( x _ 1 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , Ava ) AND give . theme ( x _ 2 , x _ 5 ) AND cookie ( x _ 5 )"
A drink was eaten by the chicken .,"* chicken ( x _ 6 ) ; drink ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , x _ 6 )"
The cake burned .,"* cake ( x _ 1 ) ; burn . theme ( x _ 2 , x _ 1 )"
A rose was offered to a girl by a moose .,"rose ( x _ 1 ) AND offer . theme ( x _ 3 , x _ 1 ) AND offer . recipient ( x _ 3 , x _ 6 ) AND offer . agent ( x _ 3 , x _ 9 ) AND girl ( x _ 6 ) AND moose ( x _ 9 )"
The boy called .,"* boy ( x _ 1 ) ; call . agent ( x _ 2 , x _ 1 )"
Olivia jogged .,"jog . agent ( x _ 1 , Olivia )"
The giraffe packed a director in the well .,"* giraffe ( x _ 1 ) ; * well ( x _ 7 ) ; pack . agent ( x _ 2 , x _ 1 ) AND pack . theme ( x _ 2 , x _ 4 ) AND director ( x _ 4 ) AND director . nmod . in ( x _ 4 , x _ 7 )"
Emma was sold the sandwich on a stage .,"* sandwich ( x _ 4 ) ; sell . recipient ( x _ 2 , Emma ) AND sell . theme ( x _ 2 , x _ 4 ) AND sandwich . nmod . on ( x _ 4 , x _ 7 ) AND stage ( x _ 7 )"
The baby liked that Riley painted a cake .,"* baby ( x _ 1 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND paint . agent ( x _ 5 , Riley ) AND paint . theme ( x _ 5 , x _ 7 ) AND cake ( x _ 7 )"
Sophia gave the box beside a tree to a governor .,"* box ( x _ 3 ) ; give . agent ( x _ 1 , Sophia ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 9 ) AND box . nmod . beside ( x _ 3 , x _ 6 ) AND tree ( x _ 6 ) AND governor ( x _ 9 )"
A donut was lended to a girl .,"donut ( x _ 1 ) AND lend . theme ( x _ 3 , x _ 1 ) AND lend . recipient ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )"
Liam touched the pizza .,"* pizza ( x _ 3 ) ; touch . agent ( x _ 1 , Liam ) AND touch . theme ( x _ 1 , x _ 3 )"
The journalist was given the drink .,"* journalist ( x _ 1 ) ; * drink ( x _ 5 ) ; give . recipient ( x _ 3 , x _ 1 ) AND give . theme ( x _ 3 , x _ 5 )"
Emma passed the cookie beside a chair to the girl .,"* cookie ( x _ 3 ) ; * girl ( x _ 9 ) ; pass . agent ( x _ 1 , Emma ) AND pass . theme ( x _ 1 , x _ 3 ) AND pass . recipient ( x _ 1 , x _ 9 ) AND cookie . nmod . beside ( x _ 3 , x _ 6 ) AND chair ( x _ 6 )"
Oliver lended a cake to a bunny .,"lend . agent ( x _ 1 , Oliver ) AND lend . theme ( x _ 1 , x _ 3 ) AND lend . recipient ( x _ 1 , x _ 6 ) AND cake ( x _ 3 ) AND bunny ( x _ 6 )"
The box was passed to Emma by Claire .,"* box ( x _ 1 ) ; pass . theme ( x _ 3 , x _ 1 ) AND pass . recipient ( x _ 3 , Emma ) AND pass . agent ( x _ 3 , Claire )"
The tool was wired to Liam by Emma .,"* tool ( x _ 1 ) ; wire . theme ( x _ 3 , x _ 1 ) AND wire . recipient ( x _ 3 , Liam ) AND wire . agent ( x _ 3 , Emma )"
A cake was shortened by a girl .,"cake ( x _ 1 ) AND shorten . theme ( x _ 3 , x _ 1 ) AND shorten . agent ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )"
Olivia hoped that the child intended to sleep .,"* child ( x _ 4 ) ; hope . agent ( x _ 1 , Olivia ) AND hope . ccomp ( x _ 1 , x _ 5 ) AND intend . agent ( x _ 5 , x _ 4 ) AND intend . xcomp ( x _ 5 , x _ 7 ) AND sleep . agent ( x _ 7 , x _ 4 )"
The girl hunted the radio on the ladder .,"* girl ( x _ 1 ) ; * radio ( x _ 4 ) ; * ladder ( x _ 7 ) ; hunt . agent ( x _ 2 , x _ 1 ) AND hunt . theme ( x _ 2 , x _ 4 ) AND radio . nmod . on ( x _ 4 , x _ 7 )"
Isabella was sent a rose beside the house by a girl .,"* house ( x _ 7 ) ; send . recipient ( x _ 2 , Isabella ) AND send . theme ( x _ 2 , x _ 4 ) AND send . agent ( x _ 2 , x _ 10 ) AND rose ( x _ 4 ) AND rose . nmod . beside ( x _ 4 , x _ 7 ) AND girl ( x _ 10 )"
Liam was served the cake on the table on a chair by Emma .,"* cake ( x _ 4 ) ; * table ( x _ 7 ) ; serve . recipient ( x _ 2 , Liam ) AND serve . theme ( x _ 2 , x _ 4 ) AND serve . agent ( x _ 2 , Emma ) AND cake . nmod . on ( x _ 4 , x _ 7 ) AND table . nmod . on ( x _ 7 , x _ 10 ) AND chair ( x _ 10 )"
The father dusted .,"* father ( x _ 1 ) ; dust . agent ( x _ 2 , x _ 1 )"
The girl smiled .,"* girl ( x _ 1 ) ; smile . agent ( x _ 2 , x _ 1 )"
The cat was lended the ball by the horse .,"* cat ( x _ 1 ) ; * ball ( x _ 5 ) ; * horse ( x _ 8 ) ; lend . recipient ( x _ 3 , x _ 1 ) AND lend . theme ( x _ 3 , x _ 5 ) AND lend . agent ( x _ 3 , x _ 8 )"
The girl appreciated that the cake was frozen .,"* girl ( x _ 1 ) ; * cake ( x _ 5 ) ; appreciate . agent ( x _ 2 , x _ 1 ) AND appreciate . ccomp ( x _ 2 , x _ 7 ) AND freeze . theme ( x _ 7 , x _ 5 )"
The dog was slipped the cookie on the bed by Sophia .,"* dog ( x _ 1 ) ; * cookie ( x _ 5 ) ; * bed ( x _ 8 ) ; slip . recipient ( x _ 3 , x _ 1 ) AND slip . theme ( x _ 3 , x _ 5 ) AND slip . agent ( x _ 3 , Sophia ) AND cookie . nmod . on ( x _ 5 , x _ 8 )"
A boy was offered the cookie in a pile by a girl .,"* cookie ( x _ 5 ) ; boy ( x _ 1 ) AND offer . recipient ( x _ 3 , x _ 1 ) AND offer . theme ( x _ 3 , x _ 5 ) AND offer . agent ( x _ 3 , x _ 11 ) AND cookie . nmod . in ( x _ 5 , x _ 8 ) AND pile ( x _ 8 ) AND girl ( x _ 11 )"
Matthew painted .,"paint . agent ( x _ 1 , Matthew )"
